"","X","Date","Month","Locality","Site","Bar","Station","Counter","Quadrat_ID","Live_Dead","Size","Count","Treatment","Location","Substation","Year"
"19394",19394,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",19.7,1,"control","C","LCO9C","2014"
"19395",19395,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",34.1,1,"control","C","LCO9C","2014"
"19396",19396,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",11.2,1,"control","C","LCO9C","2014"
"19397",19397,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",21.2,1,"control","C","LCO9C","2014"
"19398",19398,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",26.3,1,"control","C","LCO9C","2014"
"19399",19399,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",13.8,1,"control","C","LCO9C","2014"
"19400",19400,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",14.9,1,"control","C","LCO9C","2014"
"19401",19401,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",20.1,1,"control","C","LCO9C","2014"
"19402",19402,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",14.6,1,"control","C","LCO9C","2014"
"19403",19403,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",11.7,1,"control","C","LCO9C","2014"
"19404",19404,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",17.2,1,"control","C","LCO9C","2014"
"19405",19405,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",18.9,1,"control","C","LCO9C","2014"
"19406",19406,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",22.8,1,"control","C","LCO9C","2014"
"19407",19407,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","L",28.5,1,"control","C","LCO9C","2014"
"19408",19408,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","D",13.4,1,"control","C","LCO9C","2014"
"19409",19409,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_05","D",16.4,1,"control","C","LCO9C","2014"
"19410",19410,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_06","L",18.2,1,"control","C","LCO9C","2014"
"19411",19411,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_06","L",26.3,1,"control","C","LCO9C","2014"
"19412",19412,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_06","D",NA,0,"control","C","LCO9C","2014"
"19413",19413,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",28.9,1,"control","C","LCO9C","2014"
"19414",19414,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",15.9,1,"control","C","LCO9C","2014"
"19415",19415,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",15.1,1,"control","C","LCO9C","2014"
"19416",19416,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",21.4,1,"control","C","LCO9C","2014"
"19417",19417,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",18.1,1,"control","C","LCO9C","2014"
"19418",19418,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","L",11.5,1,"control","C","LCO9C","2014"
"19419",19419,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_07","D",NA,0,"control","C","LCO9C","2014"
"19420",19420,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_08","L",18.5,1,"control","C","LCO9C","2014"
"19421",19421,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_08","L",16.2,1,"control","C","LCO9C","2014"
"19422",19422,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_08","L",13.6,1,"control","C","LCO9C","2014"
"19423",19423,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_08","L",15.1,1,"control","C","LCO9C","2014"
"19424",19424,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_08","D",NA,0,"control","C","LCO9C","2014"
"19425",19425,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",21.6,1,"control","C","LCO9C","2014"
"19426",19426,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",10.1,1,"control","C","LCO9C","2014"
"19427",19427,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",41.4,1,"control","C","LCO9C","2014"
"19428",19428,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",16.5,1,"control","C","LCO9C","2014"
"19429",19429,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",25.8,1,"control","C","LCO9C","2014"
"19430",19430,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",24.5,1,"control","C","LCO9C","2014"
"19431",19431,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",20.2,1,"control","C","LCO9C","2014"
"19432",19432,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",29.3,1,"control","C","LCO9C","2014"
"19433",19433,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",10.9,1,"control","C","LCO9C","2014"
"19434",19434,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",21.3,1,"control","C","LCO9C","2014"
"19435",19435,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",9.4,1,"control","C","LCO9C","2014"
"19436",19436,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","L",13.5,1,"control","C","LCO9C","2014"
"19437",19437,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_09","D",NA,0,"control","C","LCO9C","2014"
"19438",19438,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_10","L",26.2,1,"control","C","LCO9C","2014"
"19439",19439,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_10","L",26.4,1,"control","C","LCO9C","2014"
"19440",19440,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_10","L",18.5,1,"control","C","LCO9C","2014"
"19441",19441,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_10","D",NA,0,"control","C","LCO9C","2014"
"19442",19442,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_11","L",14.8,1,"control","C","LCO9C","2014"
"19443",19443,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_11","L",12.6,1,"control","C","LCO9C","2014"
"19444",19444,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_11","D",NA,0,"control","C","LCO9C","2014"
"19445",19445,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",69.9,1,"control","C","LCO9C","2014"
"19446",19446,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",13.9,1,"control","C","LCO9C","2014"
"19447",19447,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",12.4,1,"control","C","LCO9C","2014"
"19448",19448,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",12.6,1,"control","C","LCO9C","2014"
"19449",19449,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",14.2,1,"control","C","LCO9C","2014"
"19450",19450,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",16.7,1,"control","C","LCO9C","2014"
"19451",19451,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",6.6,1,"control","C","LCO9C","2014"
"19452",19452,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","L",16.3,1,"control","C","LCO9C","2014"
"19453",19453,2014-10-27,"Oct","LC","O",9,"LCO9","Nick Vitale","20141027_LCO3_03_12","D",NA,0,"control","C","LCO9C","2014"
"19454",19454,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",17,1,"rocks","B","LCO8B","2014"
"19455",19455,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",14,1,"rocks","B","LCO8B","2014"
"19456",19456,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",20,1,"rocks","B","LCO8B","2014"
"19457",19457,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",19,1,"rocks","B","LCO8B","2014"
"19458",19458,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",23,1,"rocks","B","LCO8B","2014"
"19459",19459,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",21,1,"rocks","B","LCO8B","2014"
"19460",19460,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",22,1,"rocks","B","LCO8B","2014"
"19461",19461,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",15,1,"rocks","B","LCO8B","2014"
"19462",19462,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",38,1,"rocks","B","LCO8B","2014"
"19463",19463,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",20,1,"rocks","B","LCO8B","2014"
"19464",19464,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","L",25,1,"rocks","B","LCO8B","2014"
"19465",19465,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_01","D",NA,0,"rocks","B","LCO8B","2014"
"19466",19466,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",38,1,"rocks","B","LCO8B","2014"
"19467",19467,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",44,1,"rocks","B","LCO8B","2014"
"19468",19468,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",32,1,"rocks","B","LCO8B","2014"
"19469",19469,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",28,1,"rocks","B","LCO8B","2014"
"19470",19470,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",25,1,"rocks","B","LCO8B","2014"
"19471",19471,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",34,1,"rocks","B","LCO8B","2014"
"19472",19472,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",27,1,"rocks","B","LCO8B","2014"
"19473",19473,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",25,1,"rocks","B","LCO8B","2014"
"19474",19474,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",32,1,"rocks","B","LCO8B","2014"
"19475",19475,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",18,1,"rocks","B","LCO8B","2014"
"19476",19476,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","L",43,1,"rocks","B","LCO8B","2014"
"19477",19477,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_02","D",17,1,"rocks","B","LCO8B","2014"
"19478",19478,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",28,1,"rocks","B","LCO8B","2014"
"19479",19479,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",33,1,"rocks","B","LCO8B","2014"
"19480",19480,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",38,1,"rocks","B","LCO8B","2014"
"19481",19481,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",29,1,"rocks","B","LCO8B","2014"
"19482",19482,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",28,1,"rocks","B","LCO8B","2014"
"19483",19483,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",27,1,"rocks","B","LCO8B","2014"
"19484",19484,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",29,1,"rocks","B","LCO8B","2014"
"19485",19485,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",56,1,"rocks","B","LCO8B","2014"
"19486",19486,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",23,1,"rocks","B","LCO8B","2014"
"19487",19487,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",27,1,"rocks","B","LCO8B","2014"
"19488",19488,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",17,1,"rocks","B","LCO8B","2014"
"19489",19489,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",29,1,"rocks","B","LCO8B","2014"
"19490",19490,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",27,1,"rocks","B","LCO8B","2014"
"19491",19491,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",37,1,"rocks","B","LCO8B","2014"
"19492",19492,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",31,1,"rocks","B","LCO8B","2014"
"19493",19493,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",18,1,"rocks","B","LCO8B","2014"
"19494",19494,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","L",31,1,"rocks","B","LCO8B","2014"
"19495",19495,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_03","D",NA,0,"rocks","B","LCO8B","2014"
"19496",19496,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",26,1,"rocks","B","LCO8B","2014"
"19497",19497,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",27,1,"rocks","B","LCO8B","2014"
"19498",19498,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",31,1,"rocks","B","LCO8B","2014"
"19499",19499,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",17,1,"rocks","B","LCO8B","2014"
"19500",19500,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",29,1,"rocks","B","LCO8B","2014"
"19501",19501,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",41,1,"rocks","B","LCO8B","2014"
"19502",19502,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",34,1,"rocks","B","LCO8B","2014"
"19503",19503,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",31,1,"rocks","B","LCO8B","2014"
"19504",19504,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",17,1,"rocks","B","LCO8B","2014"
"19505",19505,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",36,1,"rocks","B","LCO8B","2014"
"19506",19506,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",26,1,"rocks","B","LCO8B","2014"
"19507",19507,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",37,1,"rocks","B","LCO8B","2014"
"19508",19508,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",17,1,"rocks","B","LCO8B","2014"
"19509",19509,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",9,1,"rocks","B","LCO8B","2014"
"19510",19510,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",44,1,"rocks","B","LCO8B","2014"
"19511",19511,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",31,1,"rocks","B","LCO8B","2014"
"19512",19512,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",22,1,"rocks","B","LCO8B","2014"
"19513",19513,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",26,1,"rocks","B","LCO8B","2014"
"19514",19514,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","L",19,1,"rocks","B","LCO8B","2014"
"19515",19515,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_04","D",NA,0,"rocks","B","LCO8B","2014"
"19516",19516,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",28,1,"rocks","B","LCO8B","2014"
"19517",19517,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",25,1,"rocks","B","LCO8B","2014"
"19518",19518,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",25,1,"rocks","B","LCO8B","2014"
"19519",19519,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",29,1,"rocks","B","LCO8B","2014"
"19520",19520,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",23,1,"rocks","B","LCO8B","2014"
"19521",19521,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",21,1,"rocks","B","LCO8B","2014"
"19522",19522,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",19,1,"rocks","B","LCO8B","2014"
"19523",19523,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",44,1,"rocks","B","LCO8B","2014"
"19524",19524,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",29,1,"rocks","B","LCO8B","2014"
"19525",19525,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",23,1,"rocks","B","LCO8B","2014"
"19526",19526,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",22,1,"rocks","B","LCO8B","2014"
"19527",19527,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",28,1,"rocks","B","LCO8B","2014"
"19528",19528,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",15,1,"rocks","B","LCO8B","2014"
"19529",19529,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",21,1,"rocks","B","LCO8B","2014"
"19530",19530,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",18,1,"rocks","B","LCO8B","2014"
"19531",19531,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",31,1,"rocks","B","LCO8B","2014"
"19532",19532,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",23,1,"rocks","B","LCO8B","2014"
"19533",19533,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",21,1,"rocks","B","LCO8B","2014"
"19534",19534,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",32,1,"rocks","B","LCO8B","2014"
"19535",19535,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",34,1,"rocks","B","LCO8B","2014"
"19536",19536,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",22,1,"rocks","B","LCO8B","2014"
"19537",19537,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",32,1,"rocks","B","LCO8B","2014"
"19538",19538,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",21,1,"rocks","B","LCO8B","2014"
"19539",19539,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",22,1,"rocks","B","LCO8B","2014"
"19540",19540,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",17,1,"rocks","B","LCO8B","2014"
"19541",19541,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","L",42,1,"rocks","B","LCO8B","2014"
"19542",19542,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_05","D",NA,0,"rocks","B","LCO8B","2014"
"19543",19543,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",28,1,"rocks","B","LCO8B","2014"
"19544",19544,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",27,1,"rocks","B","LCO8B","2014"
"19545",19545,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",12,1,"rocks","B","LCO8B","2014"
"19546",19546,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",19,1,"rocks","B","LCO8B","2014"
"19547",19547,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",24,1,"rocks","B","LCO8B","2014"
"19548",19548,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",14,1,"rocks","B","LCO8B","2014"
"19549",19549,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",21,1,"rocks","B","LCO8B","2014"
"19550",19550,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",31,1,"rocks","B","LCO8B","2014"
"19551",19551,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",21,1,"rocks","B","LCO8B","2014"
"19552",19552,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",18,1,"rocks","B","LCO8B","2014"
"19553",19553,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",32,1,"rocks","B","LCO8B","2014"
"19554",19554,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",14,1,"rocks","B","LCO8B","2014"
"19555",19555,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",22,1,"rocks","B","LCO8B","2014"
"19556",19556,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",19,1,"rocks","B","LCO8B","2014"
"19557",19557,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",18,1,"rocks","B","LCO8B","2014"
"19558",19558,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","D",36,1,"rocks","B","LCO8B","2014"
"19559",19559,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","D",27,1,"rocks","B","LCO8B","2014"
"19560",19560,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_01_06","L",NA,4,"rocks","B","LCO8B","2014"
"19561",19561,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",38,1,"rocks","B","LCO8B","2014"
"19562",19562,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",18,1,"rocks","B","LCO8B","2014"
"19563",19563,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",29,1,"rocks","B","LCO8B","2014"
"19564",19564,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",30,1,"rocks","B","LCO8B","2014"
"19565",19565,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",22,1,"rocks","B","LCO8B","2014"
"19566",19566,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",27,1,"rocks","B","LCO8B","2014"
"19567",19567,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",20,1,"rocks","B","LCO8B","2014"
"19568",19568,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","L",14,1,"rocks","B","LCO8B","2014"
"19569",19569,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_01","D",NA,0,"rocks","B","LCO8B","2014"
"19570",19570,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",22,1,"rocks","B","LCO8B","2014"
"19571",19571,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",18,1,"rocks","B","LCO8B","2014"
"19572",19572,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",29,1,"rocks","B","LCO8B","2014"
"19573",19573,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",35,1,"rocks","B","LCO8B","2014"
"19574",19574,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",23,1,"rocks","B","LCO8B","2014"
"19575",19575,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",21,1,"rocks","B","LCO8B","2014"
"19576",19576,2014-10-28,"Oct","LC","O",8,"LCO8","Nick Vitale","20141028_LCO1_02_02","L",16,1,"rocks","B","LCO8B","2014"
