LATITUDE,LONGITUDE,SEASON,TYPE,COUNTY,LOCATION,STATION,YYYY,MM,DD,TIME,DEPTH (m),SECCHI (m),TEMP (°C),SAL (°/°°),DO (mg/L),pH,WIND (mph),WIND DIR,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),CHL (µg/L)(corrected),COLOR (Pt-Co units),Kd average,Kd Z >= 0.5 m average,Notes,Samplers,Monthly Estuary Averages:,Dates,TEMP (°C),SAL (°/°°),DO (mg/L),pH,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),Color (PCU),Kd Z >= 0.5 m average,Notes:
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2011,9,23,17:01,3.9,1.90,28.01,0.18,7.46,7.95,3.3,SW,760,45,4.97,3.80,10,0.831,0.831,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2011,9,23,16:43,5.3,1.10,28.24,3.16,5.88,7.62,6.7,W,660,67,11.31,8.49,15,1.738,1.738,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2011,9,23,14:34,1.5,1.00,28.09,23.03,7.27,7.72,7.0,W,490,44,13.15,12.29,13,1.172,1.172,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2011,9,23,14:13,1.8,0.80,28.04,18.35,5.32,7.56,4.3,W,580,66,19.59,15.86,13,2.228,2.228,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2011,9,23,16:16,1.3,0.50,29.07,18.01,6.60,7.67,5.6,SW,720,82,35.68,30.17,15,3.325,3.325,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2011,9,23,15:59,2.1,0.80,29.56,24.64,7.31,7.70,6.0,W,460,43,11.31,9.83,10,1.432,1.432,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2011,9,23,14:52,4.3,2.40,28.55,22.26,6.54,7.73,6.0,NW,490,25,5.43,4.92,6,0.687,0.687,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2011,9,23,15:08,4.1,1.80,29.90,25.78,6.60,7.75,5.3,NW,400,26,7.72,7.15,7,0.716,0.716,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2011,9,23,.,3.9,2.10,28.88,28.10,6.84,7.75,2.7,NW,350,21,5.33,4.92,6,.,.,,"M.E., E.Ha., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2011,9,23,15:41,3.3,2.70,28.52,29.56,6.69,7.71,3.9,NW,290,13,2.76,2.68,3,0.613,0.613,,"M.E., E.Ha., D.S.",,9/23/2011,28.83,23.72,6.65,7.70,473,40,12.62,9,1.45,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2011,10,14,16:48,5.8,3.30,24.75,0.25,6.40,7.83,2.5,SW,910,60,6.39,5.14,13,1.069,1.069,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2011,10,14,16:33,3.4,1.00,26.60,11.23,8.13,7.83,9.3,W,710,65,17.10,14.75,14,1.568,1.568,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2011,10,14,14:29,1.8,1.10,25.85,26.66,7.22,7.76,6.2,W,620,46,10.48,7.82,9,1.260,1.260,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2011,10,14,14:09,1.7,1.00,26.50,22.24,7.39,7.72,9.0,WNW,550,31,9.84,6.93,11,1.307,1.307,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2011,10,14,16:16,2.0,1.00,25.94,26.54,6.89,7.84,8.6,W,510,32,11.68,8.71,7,1.614,1.614,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2011,10,14,15:55,2.8,1.00,25.68,26.59,7.25,7.88,7.3,WNW,520,15,9.15,7.37,6,1.227,1.227,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2011,10,14,14:48,4.5,2.40,24.96,30.00,6.98,7.77,6.3,W,370,18,4.87,3.80,3,0.737,0.737,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2011,10,14,15:02,4.5,3.20,24.72,30.03,6.81,7.77,6.7,W,400,13,3.48,2.87,3,0.784,0.784,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2011,10,14,15:30,4.4,1.80,25.13,29.79,6.64,7.81,5.8,WNW,350,16,3.35,2.55,3,0.756,0.756,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2011,10,14,15:37,4.0,1.80,25.15,29.73,6.72,7.81,7.7,WNW,390,15,4.18,3.35,3,0.820,0.820,,"M.E., D.S.",,10/14/2011,25.49,27.70,6.99,7.80,464,23,7.13,6,1.06,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2011,11,30,18:00,4.6,2.20,19.09,0.20,5.39,8.16,0.0,.,1020,77,1.47,0.78,14,.,.,,"M.E., J.F.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2011,11,30,17:47,.,1.20,17.87,4.93,5.57,7.98,7.3,NW,840,60,2.53,1.79,14,.,.,,"M.E., J.F.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2011,11,30,15:50,1.2,0.80,15.84,26.64,5.89,7.85,8.5,N,550,40,8.83,6.03,14,2.188,2.188,,"M.E., J.F.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2011,11,30,15:30,2.5,0.80,16.06,18.12,9.68,7.99,11.0,N,540,35,8.32,5.47,15,1.934,1.934,,"M.E., J.F.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2011,11,30,17:33,1.6,0.80,15.91,27.47,5.02,7.94,8.8,NW,380,19,6.11,4.02,6,1.941,1.941,,"M.E., J.F.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2011,11,30,17:10,2.5,1.10,15.77,26.71,5.17,7.90,8.1,N,460,35,8.78,6.03,8,2.405,2.405,,"M.E., J.F.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2011,11,30,16:15,4.3,1.10,16.91,31.26,5.12,7.91,12.3,N,380,24,4.14,2.79,5,1.044,1.044,,"M.E., J.F.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2011,11,30,16:35,4.2,0.90,16.99,31.06,5.04,7.96,10.1,N,350,16,3.86,2.79,4,0.436,0.436,,"M.E., J.F.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2011,11,30,16:47,4.3,1.20,16.96,30.99,4.97,7.95,6.0,NW,310,15,4.09,2.79,5,1.582,1.582,,"M.E., J.F.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2011,11,30,16:54,4.0,1.10,17.10,31.13,4.90,7.94,6.9,NW,290,12,3.31,2.46,4,1.348,1.348,,"M.E., J.F.",,11/30/2011,16.44,27.92,5.72,7.93,408,25,5.93,8,1.61,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2011,12,9,10:30,4.5,2.90,17.59,0.18,7.00,8.07,2.7,NNE,990,75,7.91,7.04,10,0.868,0.868,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2011,12,9,13:13,3.8,2.00,15.81,9.26,9.47,8.05,9.9,W,870,66,5.52,4.25,12,1.046,1.046,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2011,12,9,11:12,1.4,Bottom,13.87,29.93,9.23,8.18,6.5,W,430,19,4.83,3.69,8,1.144,1.144,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2011,12,9,10:53,1.2,Bottom,14.12,20.36,10.79,8.02,6.5,NNW,610,47,5.10,3.35,13,1.568,1.568,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2011,12,9,12:56,1.7,1.10,14.93,29.33,8.56,8.21,11.4,WNW,400,34,7.45,5.70,10,1.137,1.137,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2011,12,9,12:37,2.6,1.50,14.92,27.51,8.43,8.21,9.5,NW,400,30,8.64,6.59,8,1.534,1.534,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2011,12,9,11:33,4.4,2.70,14.85,31.88,8.15,8.20,9.8,W,290,19,2.94,2.23,4,0.819,0.819,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2011,12,9,11:47,4.2,3.20,15.06,31.40,8.17,8.22,11.5,W,260,13,2.67,2.12,4,0.647,0.647,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2011,12,9,12:02,4.3,2.90,14.76,29.10,8.34,8.22,10.2,W,310,13,4.74,4.02,6,0.788,0.788,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2011,12,9,12:15,4.0,2.30,14.28,25.21,8.79,8.21,11.6,WNW,480,21,7.45,6.14,9,1.101,1.101,,"M.E., D.S.",,12/9/2011,14.60,28.09,8.81,8.18,398,25,5.48,8,1.09,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2012,1,6,09:58,5.2,4.5,15.24,0.18,7.99,8.19,0.0,.,1190,74,2.85,2.12,56,1.04,1.04,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2012,1,6,12:35,3.4,1.6,13.38,9.89,8.78,7.81,5.8,SW,850,59,4.55,3.35,14,1.20,1.20,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2012,1,6,10:37,1.4,0.9,11.65,27.55,9.44,7.98,2.0,SW,460,20,5.06,3.80,10,1.50,1.50,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2012,1,6,10:19,1.6,Bottom,12.41,22.09,6.62,8.12,3.3,SSW,680,31,3.03,2.01,12,1.24,1.24,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2012,1,6,12:18,1.7,Bottom,12.22,25.98,9.36,7.99,3.4,SSW,520,19,6.90,5.92,7,0.99,0.99,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2012,1,6,12:04,2.6,1.5,11.93,25.36,9.78,8.03,4.3,S,300,16,8.92,7.82,7,1.23,1.23,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2012,1,6,10:57,4.4,2.8,12.27,30.51,8.12,7.93,2.0,S,560,32,1.75,1.34,4,0.76,0.76,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2012,1,6,11:12,4.2,2.9,12.61,29.79,9.08,7.94,2.6,S,400,12,3.86,3.35,6,0.58,0.58,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2012,1,6,11:29,4.2,2.9,12.75,29.86,8.64,7.96,3.4,S,410,20,5.56,4.92,6,0.67,0.67,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2012,1,6,11:43,4.2,3.0,13.02,28.35,9.40,8.03,4.1,S,390,10,2.62,2.23,3,0.65,0.65,,"M.E., D.S.",,1/6/2012,12.36,27.44,8.81,8.00,465,20,4.71,7,0.95,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2012,2,28,12:51,5.2,3.0,19.94,0.18,9.04,8.17,8.2,NE,880,102,6.39,5.70,9,0.97,0.97,,"Z.C., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2012,2,28,12:26,1.9,1.9,20.06,0.28,8.75,8.08,7.4,NE,910,101,8.00,7.26,9,2.36,2.36,,"Z.C., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2012,2,28,09:45,1.0,Bottom,17.50,22.20,8.61,7.97,5.7,NE,370,23,7.82,6.82,9,0.78,0.78,,"Z.C., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2012,2,28,09:21,0.5,Bottom,18.50,6.41,7.01,7.83,6.1,NE,760,72,4.51,3.35,9,1.72,0.00,,"Z.C., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2012,2,28,11:42,1.3,Bottom,17.80,18.27,9.00,7.83,3.5,E,640,39,5.24,4.47,10,1.12,1.12,,"Z.C., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2012,2,28,11:25,2.0,1.8,18.02,20.19,10.86,7.88,2.8,NE,390,26,8.09,7.49,8,0.91,0.91,,"Z.C., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2012,2,28,10:03,4.2,3.2,17.24,25.58,8.31,7.89,4.0,ENE,290,14,4.09,3.69,4,0.95,0.95,,"Z.C., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2012,2,28,10:28,3.8,3.0,17.36,23.90,8.63,7.94,6.2,E,340,17,4.51,3.80,5,1.00,1.00,,"Z.C., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2012,2,28,10:40,4.1,2.9,17.49,23.44,8.85,7.96,2.8,E,300,15,5.29,4.69,5,0.64,0.64,,"Z.C., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2012,2,28,11:01,3.1,Bottom,17.81,25.64,8.42,7.57,3.7,NE,290,15,5.06,4.47,6,0.49,0.49,,"Z.C., D.S.",,2/28/2012,17.72,20.70,8.71,7.86,423,28,5.57,7,0.74,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2012,3,16,12:11,5.9,0.7,21.61,0.07,7.84,7.46,4.4,SW,980,140,1.15,0.70,268,3.94,3.94,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2012,3,16,11:54,4.0,0.7,20.97,0.90,7.26,7.57,3.4,SW,1050,141,1.90,1.12,186,4.95,4.95,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2012,3,16,09:41,1.7,Bottom,22.21,19.85,7.90,8.04,4.3,ESE,400,28,6.11,4.80,39,0.56,0.56,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2012,3,16,09:20,1.0,Bottom,21.36,12.37,4.78,7.57,5.9,SE,720,70,6.21,3.63,94,4.20,4.20,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2012,3,16,11:35,1.7,1.3,22.31,18.12,7.37,7.76,3.9,SE,590,54,8.60,6.59,64,2.50,2.50,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2012,3,16,11:19,2.5,2.3,23.00,20.09,7.20,7.88,3.3,ESE,400,27,5.52,4.36,37,1.36,1.36,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2012,3,16,10:02,4.8,3.3,22.05,22.70,7.19,7.93,4.7,SE,360,26,4.37,3.35,33,1.11,1.11,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2012,3,16,10:18,4.5,Bottom,21.99,29.32,6.97,7.92,4.8,SE,280,7,1.29,1.12,3,0.71,0.71,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2012,3,16,10:36,4.2,Bottom,22.39,29.20,6.99,7.91,3.4,SE,210,8,1.32,1.04,5,0.68,0.68,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2012,3,16,10:55,4.2,Bottom,22.15,30.61,6.90,7.86,3.6,SE,170,7,1.01,0.82,2,0.58,0.58,,"M.E., D.S.",,3/16/2012,22.18,22.78,6.91,7.86,391,28,4.30,35,1.46,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2012,4,12,10:21,4.4,0.9,23.99,0.15,5.51,7.80,8.2,NE,1170,133,1.70,1.01,133,2.90,2.90,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2012,4,12,13:59,2.7,1.1,24.17,0.38,7.91,7.50,3.6,NNE,1150,127,2.30,1.79,135,2.92,2.92,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2012,4,12,11:16,1.2,0.9,21.49,27.19,6.41,7.80,10.4,NE,750,48,12.41,9.38,21,2.05,2.05,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2012,4,12,10:53,1.2,0.5,20.51,18.31,7.33,7.55,11.6,NE,1020,77,22.90,18.77,64,3.89,3.89,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2012,4,12,13:12,1.7,0.7,21.06,24.77,7.44,7.77,4.7,NE,910,95,9.01,6.48,96,2.41,2.41,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2012,4,12,12:54,2.3,1.0,22.08,19.93,7.84,7.78,3.9,NE,670,57,19.86,16.98,55,2.15,2.15,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2012,4,12,11:37,4.2,2.2,22.51,32.55,7.66,8.03,9.3,NE,350,16,3.17,2.46,2,0.74,0.74,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2012,4,12,11:53,4.2,3.7,22.63,32.82,6.89,7.90,7.2,NE,240,10,1.98,1.68,2,0.52,0.52,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2012,4,12,12:11,4.0,2.7,22.35,31.66,6.88,7.93,6.2,ENE,320,15,3.86,3.24,7,0.67,0.67,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2012,4,12,12:29,3.8,2.9,22.67,32.90,7.16,7.80,6.6,NE,220,10,1.89,1.56,2,0.65,0.65,,"M.E., D.S.",,4/12/2012,21.91,27.52,7.20,7.82,560,41,9.39,31,1.63,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2012,5,25,14:20,5.5,2.3,28.24,0.19,8.65,7.20,4.0,NE,780,73,6.07,5.03,13,0.87,0.87,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2012,5,25,13:58,3.7,1.5,28.75,4.23,6.86,7.17,6.4,W,750,82,10.11,8.38,17,1.44,1.44,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2012,5,25,10:35,1.3,1.0,27.91,25.09,5.18,7.66,2.2,ENE,620,50,14.48,11.51,19,1.93,1.93,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2012,5,25,10:00,1.5,Bottom,27.38,16.13,4.48,7.60,6.9,E,660,69,8.37,6.03,18,1.60,1.60,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2012,5,25,13:30,1.5,0.9,28.23,25.25,7.73,7.05,10.8,WNW,500,44,12.05,10.06,16,4.33,4.33,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2012,5,25,13:07,2.5,1.3,28.41,26.83,6.80,5.67,4.1,W,390,35,7.13,6.03,13,0.92,0.92,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2012,5,25,11:09,4.4,1.6,27.67,30.76,6.04,6.24,0.0,.,390,24,4.37,3.58,7,0.89,0.89,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2012,5,25,11:44,4.1,1.3,28.44,29.50,6.46,7.12,2.7,W,440,38,8.37,7.37,12,1.00,1.00,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2012,5,25,12:12,4.1,1.5,28.05,30.26,6.46,7.45,2.7,WNW,400,27,4.23,3.58,7,0.77,0.77,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2012,5,25,12:35,3.8,2.1,28.58,29.01,6.64,7.44,4.6,WNW,310,22,3.49,3.02,9,0.78,0.78,,"M.E., D.S.",,5/25/2012,28.08,26.60,6.22,7.03,464,39,7.81,13,1.53,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2012,6,28,09:16,5.9,0.8,25.91,6.13,4.70,7.21,2.2,SSW,1190,117,1.01,0.67,152,2.80,2.80,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2012,6,28,12:17,4.2,0.8,26.24,2.83,4.13,7.03,4.8,SW,1140,120,1.89,1.12,133,2.44,2.44,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2012,6,28,10:03,2.0,0.8,25.92,24.34,7.66,7.29,3.3,SSW,810,71,4.46,3.58,81,2.17,2.17,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2012,6,28,09:41,2.0,0.7,26.06,18.80,5.65,7.19,2.1,S,850,70,9.15,7.04,61,2.52,2.52,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2012,6,28,12:02,2.2,0.8,27.75,20.35,8.22,7.36,4.9,SW,660,57,11.13,9.83,46,1.57,1.57,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2012,6,28,11:47,2.6,1.0,26.62,22.96,7.60,7.35,3.3,SW,670,44,13.43,11.95,31,1.60,1.60,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2012,6,28,10:32,4.8,1.5,26.30,28.42,7.82,7.23,1.8,S,360,20,3.40,2.90,9,1.17,1.17,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2012,6,28,11:00,4.8,2.1,26.74,28.58,7.94,7.34,2.8,S,340,18,4.00,3.58,8,1.22,1.22,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2012,6,28,11:16,4.7,1.6,26.78,29.45,8.13,7.49,1.3,S,280,18,2.62,2.35,6,1.03,1.03,,"M.E., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2012,6,28,11:31,4.0,2.0,26.47,29.94,7.64,7.39,0.0,.,280,14,1.89,1.68,4,0.69,0.69,,"M.E., D.S.",,6/28/2012,26.58,25.36,7.58,7.33,531,39,6.26,31,1.50,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2012,7,17,09:34,5.5,0.6,27.30,0.08,2.68,7.37,3.5,NE,1810,317,0.69,0.34,625,7.87,7.87,,"C.B., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2012,7,17,12:46,2.2,0.4,29.26,0.99,3.41,7.32,2.9,SW,1790,329,0.64,0.00,602,7.47,7.47,,"C.B., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2012,7,17,10:36,2.0,0.4,30.10,16.14,4.91,7.23,0.0,.,1300,238,6.39,5.03,386,5.37,5.37,,"C.B., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2012,7,17,10:14,1.5,0.4,28.81,8.27,3.66,6.99,4.3,NE,1670,307,2.07,1.34,549,7.03,7.03,,"C.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2012,7,17,12:30,2.2,0.4,30.38,18.19,6.03,7.53,3.9,SW,1410,261,9.56,8.27,452,4.70,4.70,,"C.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2012,7,17,12:16,3.3,0.6,30.47,22.44,6.11,7.67,4.6,SW,980,201,17.29,15.42,317,3.46,3.46,,"C.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2012,7,17,10:54,5.0,0.5,30.27,19.07,5.94,7.37,0.0,.,540,157,12.81,10.69,254,2.91,2.91,,"C.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2012,7,17,11:10,4.8,1.2,30.64,24.83,6.44,7.72,1.9,SE,560,80,9.93,8.27,121,2.44,2.44,,"C.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2012,7,17,11:25,4.6,1.0,30.88,24.04,6.43,7.69,2.9,SE,660,99,11.03,9.83,144,1.90,1.90,,"C.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2012,7,17,11:52,4.4,Bottom,31.28,30.80,6.46,7.83,0.8,SE,310,21,2.39,2.12,15,0.93,0.93,,"C.B., D.S.",,7/17/2012,30.35,20.47,5.75,7.50,929,171,8.93,280,3.59,
