Verified,SHA,Dilution,Date_samp,Station,SHA_status,Time_samp,W_depth,Surface_sal,Surface_temp,Surface_DO,Bottom_sal,Bottom_temp,Bottom_DO,Wind_dir,Wind_speed,pH,Turbidity,Fecal_coliform,Tide,Date_received,Time_received
V,28,5,140923,206,3,1154,6,182,264,52,182,264,51,40,10,77,,5,8,140924,1228
V,28,5,140923,420,3,1150,5,192,266,52,193,265,52,40,12,77,,6,8,140924,1228
V,28,5,140923,218,3,1125,6,187,267,57,204,267,49,50,13,77,,4,7,140924,1228
V,28,5,140923,210,3,1146,6,184,262,49,184,261,48,40,13,77,,12,8,140924,1228
V,28,5,140923,410,3,1142,4,202,265,52,202,265,52,40,12,77,,1,8,140924,1228
V,28,5,140923,401,3,1139,4,212,267,53,212,267,53,40,12,77,,2,8,140924,1228
V,28,5,140923,216,3,1134,5,228,271,48,228,271,46,40,13,77,,2,7,140924,1228
V,28,5,140923,214,3,1130,7,225,269,53,233,270,50,50,14,77,,1,7,140924,1228
V,28,5,140923,222,3,1121,4,223,271,46,223,271,45,50,16,77,,1,7,140924,1228
V,28,5,140923,223,3,1116,6,185,268,52,233,272,44,50,16,77,,19,7,140924,1228
V,28,5,140923,224,3,1111,5,227,270,52,254,274,43,50,16,77,,1,7,140924,1228
V,28,5,140923,247,3,1103,7,221,269,51,279,280,27,50,12,77,,7,7,140924,1228
V,28,5,140923,229,3,1055,9,209,267,56,234,269,50,50,16,77,,5,7,140924,1228
V,28,5,140923,239,3,1050,5,228,268,62,229,268,62,50,16,77,,1,7,140924,1228
V,28,5,140923,245,3,1046,6,243,268,58,243,268,58,50,16,77,,1,7,140924,1228
V,28,5,140923,231,3,1041,7,220,267,57,222,267,56,50,15,77,,1,7,140924,1228
V,28,5,140923,449,3,1030,8,215,265,60,247,266,56,60,12,77,,1,7,140924,1228
V,28,5,140923,235,3,1216,6,212,267,66,213,267,66,50,10,78,,1,8,140924,1228
V,28,5,140923,445,3,1221,5,205,266,69,216,266,60,50,7,78,,2,8,140924,1228
V,28,5,140923,237,3,1224,6,239,270,71,240,269,69,50,9,78,,1,8,140924,1228
V,28,5,140923,481,3,1227,6,246,269,71,248,269,69,50,8,78,,3,8,140924,1228
V,28,5,140923,482,3,1230,9,227,268,63,230,268,62,50,8,78,,3,8,140924,1228
V,28,5,140923,483,3,1234,7,203,267,58,205,267,56,50,8,78,,2,8,140924,1228
V,28,5,140923,484,3,1242,8,196,268,56,198,268,57,50,8,77,,4,8,140924,1228
V,28,5,140923,238,3,1238,5,161,266,55,198,267,56,50,8,78,,3,8,140924,1228
V,28,5,141008,201,3,1136,9,3,241,56,3,241,56,210,4,82,,81,7,141009,1303
V,28,5,141008,202,3,1142,10,41,247,55,54,244,54,190,4,77,,40,7,141009,1303
V,28,5,141008,207,3,1146,8,14,239,56,22,237,54,210,5,80,,78,7,141009,1303
V,28,5,141008,204,3,1150,11,33,243,57,40,241,55,210,4,78,,70,7,141009,1303
V,28,5,141008,434,3,1320,10,186,261,64,203,255,64,250,5,79,,21,8,141009,1303
V,28,5,141008,424,3,1315,6,176,253,63,176,252,61,250,4,79,,23,8,141009,1303
V,28,5,141008,208,3,1308,6,170,252,64,170,252,63,250,4,79,,9,8,141009,1303
V,28,5,141008,206,3,1312,8,181,251,64,181,251,64,250,4,79,,15,8,141009,1303
V,28,5,141008,420,3,1303,5,189,248,64,190,248,63,250,4,79,,13,8,141009,1303
V,28,5,141008,218,3,1233,7,209,248,71,210,247,70,240,3,79,,4,8,141009,1303
V,28,5,141008,210,3,1259,8,196,250,66,196,250,65,250,4,79,,5,8,141009,1303
V,28,5,141008,410,3,1253,5,205,249,68,205,248,68,250,4,79,,3,8,141009,1303
V,28,5,141008,401,3,1249,4,211,249,69,211,249,68,240,4,79,,2,8,141009,1303
V,28,5,141008,216,3,1243,6,223,244,71,224,244,71,240,3,79,,1,8,141009,1303
V,28,5,141008,214,3,1238,8,222,251,82,226,248,79,240,3,79,,6,8,141009,1303
V,28,5,141008,222,3,1230,5,214,252,71,214,252,70,220,2,79,,5,8,141009,1303
V,28,5,141008,223,3,1226,7,221,252,67,221,251,66,220,3,79,,8,8,141009,1303
V,28,5,141008,224,3,1222,7,229,248,74,234,247,70,220,2,79,,9,8,141009,1303
V,28,5,141008,226,3,1212,7,230,247,73,231,246,72,220,3,78,,8,8,141009,1303
V,28,5,141008,247,3,1206,8,239,248,75,248,247,63,220,4,78,,4,8,141009,1303
V,28,5,141008,250,3,1202,5,220,254,75,221,254,74,220,4,78,,16,7,141009,1303
V,28,5,141008,228,3,1157,6,173,249,57,184,251,57,220,4,77,,25,7,141009,1303
V,28,5,141008,428,3,1112,16,2,237,57,1,232,55,120,2,85,,74,7,141009,1303
V,28,5,141008,430,3,1107,5,150,248,58,151,248,57,120,2,77,,31,7,141009,1303
V,28,5,141008,460,3,1103,5,206,246,59,205,246,58,120,3,77,,16,7,141009,1303
V,28,5,141008,229,3,1059,10,227,248,60,227,248,59,120,3,77,,4,7,141009,1303
V,28,5,141008,239,3,1054,4,215,248,66,214,248,66,120,3,77,,5,7,141009,1303
V,28,5,141008,245,3,1051,6,254,248,57,258,248,56,120,3,77,,3,7,141009,1303
V,28,5,141008,231,3,1046,7,222,247,60,226,247,59,120,2,76,,8,7,141009,1303
V,28,5,141008,230,3,1042,6,131,238,58,196,243,51,120,2,76,,58,7,141009,1303
V,28,5,141008,450,3,1038,5,150,241,57,186,242,54,110,2,76,,51,7,141009,1303
V,28,5,141008,425,3,1034,6,89,237,57,189,243,40,110,2,76,,57,7,141009,1303
V,28,5,141008,232,3,1029,5,147,240,52,200,243,47,110,2,76,,52,6,141009,1303
V,28,5,141008,449,3,1016,7,195,243,67,208,242,53,110,3,75,,1,6,141009,1303
V,28,5,141008,234,3,1353,7,189,244,53,192,243,49,210,8,78,,11,1,141009,1303
V,28,5,141008,235,3,1356,7,197,257,80,213,249,63,200,8,79,,3,1,141009,1303
V,28,5,141008,445,3,1419,7,187,252,67,216,253,61,240,8,79,,9,1,141009,1303
V,28,5,141008,237,3,1422,7,216,257,79,227,255,70,230,8,79,,2,1,141009,1303
V,28,5,141008,481,3,1425,6,224,262,84,227,257,78,230,8,79,,7,1,141009,1303
V,28,5,141008,482,3,1412,10,213,256,69,225,256,69,240,10,78,,4,1,141009,1303
V,28,5,141008,483,3,1415,7,193,251,66,195,252,63,210,7,78,,3,1,141009,1303
V,28,5,141008,484,3,1409,9,183,255,64,187,254,66,210,8,78,,9,1,141009,1303
V,28,5,141008,238,3,1405,7,159,247,52,188,248,52,200,8,78,,17,1,141009,1303
V,28,5,141008,442,3,1401,6,100,261,56,154,243,48,200,8,79,,31,1,141009,1303
V,28,5,141008,241,3,1350,7,183,244,54,192,243,52,220,9,78,,25,1,141009,1303
V,28,5,141008,236,3,1343,14,88,257,55,98,250,53,220,8,79,,23,1,141009,1303
V,28,5,141008,431,3,1339,10,146,250,54,165,242,47,220,9,78,,34,1,141009,1303
V,28,5,141008,435,3,1334,14,101,251,63,126,246,55,220,7,80,,19,8,141009,1303
V,28,5,141008,244,3,1122,14,1,231,61,1,231,57,,0,84,,48,7,141009,1303
V,28,5,141008,246,3,1128,7,1,233,58,1,231,56,,0,85,,50,7,141009,1303
V,28,5,141022,420,3,1146,4,205,226,65,210,226,65,0,15,,,12,8,141023,1245
V,28,5,141022,218,3,1149,6,224,231,64,224,231,64,0,15,,,2,8,141023,1245
V,28,5,141022,410,3,1153,6,210,230,66,210,229,66,0,12,,,3,8,141023,1245
V,28,5,141022,401,3,1157,4,223,227,66,223,226,64,0,12,,,2,8,141023,1245
V,28,5,141022,216,3,1200,6,243,230,65,243,230,65,0,12,,,1,8,141023,1245
V,28,5,141022,214,3,1203,8,236,228,66,238,228,66,0,15,,,1,8,141023,1245
V,28,5,141022,222,3,1207,5,230,233,62,230,233,62,0,15,,,4,8,141023,1245
V,28,5,141022,223,3,1210,6,232,234,62,232,233,61,0,15,,,7,8,141023,1245
V,28,5,141022,224,3,1215,6,249,233,59,252,232,58,0,15,,,1,8,141023,1245
V,28,5,141022,247,3,1220,8,234,232,64,263,234,53,0,15,,,7,8,141023,1245
V,28,5,141022,229,3,1227,10,250,235,63,262,235,59,0,15,,,3,8,141023,1245
V,28,5,141022,239,3,1231,5,253,239,62,255,239,62,45,15,,,5,8,141023,1245
V,28,5,141022,245,3,1234,7,257,239,60,257,238,59,45,15,,,1,8,141023,1245
V,28,5,141022,231,3,1238,9,261,238,61,261,238,60,45,15,,,3,8,141023,1245
V,28,5,141022,449,3,1244,9,228,234,68,250,235,66,45,15,,,4,8,141023,1245
V,28,5,141022,235,3,1126,4,194,231,63,194,231,63,,,,,7,8,141023,1245
V,28,5,141022,445,3,1122,6,179,225,70,181,223,69,20,12,,,7,8,141023,1245
V,28,5,141022,237,3,1119,6,204,232,62,204,231,61,45,15,,,6,7,141023,1245
V,28,5,141022,481,3,1114,3,213,229,69,234,231,68,45,12,,,16,7,141023,1245
V,28,5,141022,482,3,1116,7,197,229,61,197,229,61,45,10,,,8,7,141023,1245
V,28,5,141201,420,2,1109,4,277,163,90,283,156,90,45,8,77,,2,1,141202,1257
V,28,5,141201,218,2,1106,6,267,159,90,300,146,89,45,5,77,,3,1,141202,1257
V,28,5,141201,410,2,1112,6,261,160,94,284,157,95,45,5,77,,2,2,141202,1257
V,28,5,141201,401,2,1116,2,264,161,90,,,,45,10,77,,1,2,141202,1257
V,28,5,141201,216,2,1119,5,279,154,91,294,146,91,45,10,77,,1,2,141202,1257
V,28,5,141201,214,2,1122,7,245,162,95,296,146,94,45,10,77,,4,2,141202,1257
V,28,5,141201,222,2,1126,4,272,159,87,306,146,89,90,5,77,,1,2,141202,1257
V,28,5,141201,223,2,1101,4,256,156,88,288,150,87,45,5,76,,2,1,141202,1257
V,28,5,141201,224,2,1130,5,283,155,85,304,146,84,45,3,76,,4,2,141202,1257
V,28,5,141201,247,2,1135,7,243,158,91,314,144,88,45,3,76,,32,2,141202,1257
V,28,5,141201,229,2,1142,7,226,158,94,310,148,91,,0,78,,21,2,141202,1257
V,28,5,141201,239,2,1148,4,206,161,93,294,150,92,,0,77,,12,2,141202,1257
V,28,5,141201,245,2,1151,8,222,161,95,308,150,93,,0,77,,5,2,141202,1257
V,28,5,141201,231,2,1155,7,214,160,95,295,148,93,,0,77,,6,2,141202,1257
V,28,5,141201,449,2,1201,8,258,160,94,297,148,96,,0,77,,1,2,141202,1257
V,28,5,141201,235,2,1043,4,209,160,90,235,155,90,45,5,76,,8,1,141202,1257
V,28,5,141201,445,2,1040,6,262,155,96,267,153,96,45,5,76,,1,1,141202,1257
V,28,5,141201,237,2,1037,5,254,158,100,268,151,99,45,10,78,,1,1,141202,1257
V,28,5,141201,481,2,1034,4,262,157,99,262,156,99,45,10,75,,3,1,141202,1257
V,28,5,141204,420,1,1251,5,258,186,,269,184,,100,4,78,,7,1,141205,1237
V,28,5,141204,218,1,1230,6,277,174,,277,174,,80,4,79,,7,8,141205,1237
V,28,5,141204,410,1,1247,5,270,188,,271,187,,100,4,79,,6,1,141205,1237
V,28,5,141204,401,1,1243,5,277,187,,277,187,,100,6,78,,4,1,141205,1237
V,28,5,141204,216,1,1239,6,289,176,,292,173,,100,6,78,,2,8,141205,1237
V,28,5,141204,214,1,1235,7,283,175,,296,167,,80,4,79,,5,8,141205,1237
V,28,5,141204,222,1,1226,5,286,174,,299,166,,80,4,79,,8,8,141205,1237
V,28,5,141204,223,1,1221,7,290,174,,301,163,,80,5,78,,3,8,141205,1237
V,28,5,141204,224,1,1216,6,273,172,,319,155,,80,5,79,,9,8,141205,1237
V,28,5,141204,247,1,1209,8,293,170,,321,156,,80,5,79,,1,8,141205,1237
V,28,5,141204,229,1,1201,10,301,171,,318,160,,60,6,78,,4,8,141205,1237
V,28,5,141204,239,1,1156,6,287,171,,299,165,,60,6,78,,1,8,141205,1237
V,28,5,141204,245,1,1152,7,279,173,,312,160,,60,6,78,,2,8,141205,1237
V,28,5,141204,231,1,1148,18,292,168,,294,167,,60,8,78,,1,8,141205,1237
V,28,5,141204,449,1,1142,9,295,171,,296,167,,60,8,78,,5,8,141205,1237
V,28,5,141204,235,1,1135,6,270,178,,271,178,,60,6,78,,2,8,141205,1237
V,28,5,141204,445,1,1131,7,258,182,,265,178,,60,6,77,,5,8,141205,1237
V,28,5,141204,237,1,1127,6,274,181,,275,179,,60,8,77,,1,8,141205,1237
V,28,5,141204,481,1,1122,5,269,186,,272,182,,60,8,76,,9,8,141205,1237
V,28,5,141208,420,1,1223,3,261,164,83,261,163,82,0,15,76,,5,7,141209,1317
V,28,5,141208,218,1,1220,5,267,170,81,267,169,82,0,15,77,,1,7,141209,1317
V,28,5,141208,410,1,1230,4,260,164,84,260,164,84,0,15,77,,5,7,141209,1317
V,28,5,141208,401,1,1233,2,266,164,82,,,,0,12,76,,13,7,141209,1317
V,28,5,141208,216,1,1236,5,282,171,79,282,171,79,0,15,78,,1,7,141209,1317
V,28,5,141208,214,1,1239,6,283,170,80,285,170,80,0,15,78,,1,7,141209,1317
V,28,5,141208,222,1,1216,3,259,170,79,259,170,78,10,15,77,,2,7,141209,1317
V,28,5,141208,223,1,1211,3,253,170,77,253,170,77,10,15,77,,6,7,141209,1317
V,28,5,141208,224,1,1245,4,290,170,77,291,170,77,10,15,78,,1,7,141209,1317
V,28,5,141208,247,1,1251,7,269,170,81,288,170,79,0,15,78,,1,7,141209,1317
V,28,5,141208,229,1,1258,8,268,167,86,286,167,84,45,15,78,,8,7,141209,1317
V,28,5,141208,239,1,1302,5,243,170,86,246,170,86,45,15,78,,5,7,141209,1317
V,28,5,141208,245,1,1305,6,269,169,86,271,168,86,45,17,78,,3,7,141209,1317
V,28,5,141208,231,1,1310,7,273,169,84,273,168,84,45,15,78,,3,7,141209,1317
V,28,5,141208,449,1,1316,8,214,172,84,248,170,82,45,15,78,,5,7,141209,1317
V,28,5,141208,235,1,1153,4,187,175,81,187,175,81,10,15,77,,7,6,141209,1317
V,28,5,141208,445,1,1149,4,200,172,83,200,172,84,10,15,77,,11,6,141209,1317
V,28,5,141208,237,1,1143,4,210,172,82,211,172,82,45,12,77,,7,6,141209,1317
V,28,5,141208,481,1,1146,2,221,169,84,,,,45,15,77,,22,6,141209,1317
V,28,5,141209,420,1,1339,4,274,154,96,274,154,96,310,20,74,,2,7,141210,1252
V,28,5,141209,218,1,1300,4,281,152,91,282,152,91,320,12,74,,2,7,141210,1252
V,28,5,141209,410,1,1334,3,284,152,93,284,152,93,310,20,74,,3,7,141210,1252
V,28,5,141209,401,1,1317,3,279,160,100,282,157,94,310,20,74,,1,7,141210,1252
V,28,5,141209,216,1,1312,4,305,157,87,304,157,88,320,20,74,,1,7,141210,1252
V,28,5,141209,214,1,1307,5,300,158,87,300,158,87,320,15,74,,1,7,141210,1252
V,28,5,141209,222,1,1255,3,287,152,89,286,152,90,340,8,73,,1,7,141210,1252
V,28,5,141209,223,1,1250,5,263,151,88,260,152,88,340,8,73,,7,7,141210,1252
V,28,5,141209,224,1,1245,3,295,153,85,295,153,85,340,8,73,,1,7,141210,1252
V,28,5,141209,247,1,1238,4,286,152,85,294,151,84,340,8,72,,3,6,141210,1252
V,28,5,141209,229,1,1228,8,277,151,87,279,150,87,340,10,72,,7,6,141210,1252
V,28,5,141209,239,1,1223,4,255,158,90,259,158,91,340,10,72,,10,6,141210,1252
V,28,5,141209,245,1,1218,5,262,154,88,263,154,88,340,10,71,,8,6,141210,1252
V,28,5,141209,231,1,1212,6,258,153,91,259,153,91,340,10,70,,12,6,141210,1252
V,28,5,141209,449,1,1202,7,206,159,93,211,157,92,340,10,67,,6,6,141210,1252
V,28,5,141209,235,1,1402,6,175,166,90,173,167,89,310,20,76,,10,7,141210,1252
V,28,5,141209,445,1,1407,5,197,162,100,197,161,98,310,20,75,,4,7,141210,1252
V,28,5,141209,237,1,1411,5,200,163,92,199,163,92,310,20,75,,11,7,141210,1252
V,28,5,141209,481,1,1415,5,200,162,94,200,162,94,310,20,75,,12,8,141210,1252
V,28,5,141217,206,2,1110,6,216,153,81,235,153,81,30,1,75,,6,1,141218,1258
V,28,5,141217,420,1,1114,4,230,157,83,233,157,83,30,1,75,,5,1,141218,1258
V,28,5,141217,218,1,1136,5,258,156,87,264,155,86,,0,76,,2,1,141218,1258
V,28,5,141217,410,1,1119,4,231,154,81,254,154,83,30,1,75,,6,1,141218,1258
V,28,5,141217,401,1,1122,3,248,155,84,256,156,84,,0,75,,1,1,141218,1258
V,28,5,141217,216,1,1127,5,263,156,86,275,153,85,,0,75,,3,1,141218,1258
V,28,5,141217,214,1,1131,6,271,154,87,274,152,88,,0,76,,2,1,141218,1258
V,28,5,141217,222,1,1140,4,271,156,95,276,156,95,,0,76,,1,1,141218,1258
V,28,5,141217,223,1,1145,5,248,158,87,269,154,89,,0,76,,1,1,141218,1258
V,28,5,141217,224,1,1149,5,287,157,94,295,155,95,,0,77,,1,1,141218,1258
V,28,5,141217,247,1,1157,6,286,157,94,297,153,86,,0,76,,2,1,141218,1258
V,28,5,141217,229,1,1205,8,246,159,89,276,154,88,240,1,76,,19,2,141218,1258
V,28,5,141217,239,1,1210,3,265,161,96,308,157,92,240,1,77,,4,2,141218,1258
V,28,5,141217,245,1,1214,6,290,161,89,296,156,89,240,1,76,,5,2,141218,1258
V,28,5,141217,231,1,1218,7,238,158,88,286,157,86,240,1,77,,10,2,141218,1258
V,28,5,141217,449,1,1224,8,170,155,90,288,154,84,240,2,77,,23,2,141218,1258
V,28,5,141217,235,1,1048,5,154,155,87,257,159,87,30,2,74,,28,1,141218,1258
V,28,5,141217,445,1,1044,6,246,159,85,254,159,87,30,2,73,,12,8,141218,1258
V,28,5,141217,237,1,1040,5,210,156,87,269,158,87,30,3,73,,10,8,141218,1258
V,28,5,141217,481,1,1035,4,257,159,90,259,159,91,30,3,72,,1,8,141218,1258
V,28,5,150211,201,2,1327,8,1,137,,1,136,,270,10,78,,56,6,150212,1258
V,28,5,150211,206,2,1320,6,149,163,,167,161,,270,10,78,,4,6,150212,1258
V,28,5,150211,420,2,1318,2,178,158,,,,,270,8,78,,1,6,150212,1258
V,28,5,150211,218,2,1315,3,197,158,,221,143,,270,8,78,,1,6,150212,1258
V,28,5,150211,210,2,1311,4,170,150,,170,143,,270,5,78,,3,5,150212,1258
V,28,5,150211,410,2,1309,3,170,160,,178,155,,270,2,78,,3,5,150212,1258
V,28,5,150211,401,2,1305,2,191,151,,,,,270,2,79,,1,5,150212,1258
V,28,5,150211,216,2,1303,2,218,155,,,,,270,2,78,,1,5,150212,1258
V,28,5,150211,214,2,1300,4,202,157,,257,140,,270,5,78,,1,5,150212,1258
V,28,5,150211,222,2,1255,2,179,156,,,,,270,5,78,,2,5,150212,1258
V,28,5,150211,223,2,1251,4,8,159,,224,140,,270,5,74,,32,5,150212,1258
V,28,5,150211,224,2,1248,2,265,139,,,,,270,5,76,,61,5,150212,1258
V,28,5,150211,247,2,1243,5,253,150,,262,143,,270,2,77,,12,5,150212,1258
V,28,5,150211,229,2,1237,8,71,131,,232,136,,270,2,77,,38,5,150212,1258
V,28,5,150211,239,2,1234,3,92,151,,251,136,,270,2,77,,46,5,150212,1258
V,28,5,150211,245,2,1230,4,83,145,,253,138,,270,2,76,,40,5,150212,1258
V,28,5,150211,231,2,1227,6,75,145,,165,135,,270,2,75,,39,5,150212,1258
V,28,5,150211,449,2,1222,6,77,139,,228,139,,,0,76,,39,5,150212,1258
V,28,5,150211,235,2,1212,2,65,145,,,,,,0,77,,32,5,150212,1258
V,28,5,150211,445,2,1208,3,108,142,,130,140,,30,2,76,,19,5,150212,1258
V,28,5,150211,237,2,1206,3,96,149,,129,143,,30,2,78,,29,5,150212,1258
V,28,5,150211,481,2,1354,3,98,161,,98,161,,270,15,77,,21,6,150212,1258
V,28,5,150211,482,2,1352,6,101,158,,101,158,,240,12,77,,17,6,150212,1258
V,28,5,150211,483,2,1349,5,114,158,,123,150,,240,12,77,,6,6,150212,1258
V,28,5,150211,484,2,1347,8,104,160,,106,159,,240,12,77,,22,6,150212,1258
V,28,5,150211,238,2,1344,4,99,163,,99,163,,240,12,77,,6,6,150212,1258
V,28,5,150211,442,2,1341,2,89,169,,,,,240,10,77,,20,6,150212,1258
V,28,5,150211,241,2,1217,2,33,140,,,,,,0,80,,41,5,150212,1258
V,28,5,150302,206,2,1308,5,188,188,77,198,173,78,180,8,82,,9,1,150303,1214
V,28,5,150302,420,2,1304,3,213,188,81,223,165,84,180,8,82,,3,1,150303,1214
V,28,5,150302,218,2,1302,6,251,178,86,252,156,85,180,8,82,,2,1,150303,1214
V,28,5,150302,210,2,1257,4,217,182,82,217,176,83,180,5,82,,4,1,150303,1214
V,28,5,150302,410,2,1254,5,214,184,86,220,167,87,180,3,82,,3,1,150303,1214
V,28,5,150302,401,2,1251,2,220,179,87,,,,180,3,82,,5,1,150303,1214
V,28,5,150302,216,2,1248,5,219,187,90,236,161,90,,0,82,,1,1,150303,1214
V,28,5,150302,214,2,1244,8,212,186,94,268,146,92,180,3,82,,7,1,150303,1214
V,28,5,150302,222,2,1240,4,247,175,93,275,145,93,180,3,82,,2,1,150303,1214
V,28,5,150302,223,2,1236,5,266,161,85,279,144,83,180,3,81,,18,1,150303,1214
V,28,5,150302,224,2,1232,4,244,166,94,284,142,90,,0,81,,3,1,150303,1214
V,28,5,150302,247,2,1228,6,253,170,93,276,149,98,180,3,81,,27,8,150303,1214
V,28,5,150302,229,2,1221,8,242,151,90,298,137,80,180,2,80,,5,8,150303,1214
V,28,5,150302,239,2,1217,4,228,153,86,276,142,80,,0,80,,4,8,150303,1214
V,28,5,150302,245,2,1213,7,228,151,89,292,137,81,,0,80,,1,8,150303,1214
V,28,5,150302,231,2,1210,8,202,162,89,270,143,85,,0,80,,4,8,150303,1214
V,28,5,150302,449,2,1203,8,160,160,87,281,142,81,,0,79,,11,8,150303,1214
V,28,5,150302,235,2,1156,4,184,165,94,225,157,86,,0,82,,6,8,150303,1214
V,28,5,150302,445,2,1153,6,193,178,86,244,158,83,,0,80,,3,8,150303,1214
V,28,5,150302,237,2,1139,5,181,179,95,246,158,92,,0,80,,3,8,150303,1214
V,28,5,150302,481,2,1135,4,252,164,101,263,162,100,,0,79,,1,8,150303,1214
V,28,5,150302,482,2,1142,7,167,169,90,250,161,88,,0,80,,11,8,150303,1214
V,28,5,150302,483,2,1144,5,172,170,87,204,162,84,,0,80,,9,8,150303,1214
V,28,5,150302,484,2,1147,7,138,176,84,149,170,83,,0,80,,20,8,150303,1214
V,28,5,150302,238,2,1150,7,187,160,82,196,160,80,,0,79,,28,8,150303,1214
V,28,5,150316,201,2,952,6,2,197,63,2,197,63,45,2,80,,33,8,150317,1238
V,28,5,150316,202,2,955,6,2,198,63,2,198,64,,0,80,,33,8,150317,1238
V,28,5,150316,207,2,958,4,2,196,63,2,196,63,45,5,83,,43,8,150317,1238
V,28,5,150316,204,2,1001,5,6,199,60,6,199,60,45,2,79,,62,8,150317,1238
V,28,5,150316,434,2,1005,12,6,201,66,26,205,60,45,2,82,,30,8,150317,1238
V,28,5,150316,424,2,1009,3,39,206,60,40,206,60,45,8,79,,22,8,150317,1238
V,28,5,150316,208,2,1013,10,86,206,60,90,206,60,45,2,77,,22,8,150317,1238
V,28,5,150316,206,2,1016,4,91,214,63,92,214,63,45,2,78,,17,8,150317,1238
V,28,5,150316,420,2,1019,2,136,212,64,,,,45,2,77,,5,8,150317,1238
V,28,5,150316,218,2,1021,5,220,213,64,223,213,64,45,2,78,,3,8,150317,1238
V,28,5,150316,210,2,1026,5,122,212,62,122,212,62,45,2,77,,11,8,150317,1238
V,28,5,150316,410,2,1029,3,140,214,66,140,214,66,45,2,78,,2,8,150317,1238
V,28,5,150316,401,2,1032,3,170,213,64,170,212,64,,0,78,,1,8,150317,1238
V,28,5,150316,216,2,1035,4,195,213,74,195,214,67,,0,80,,1,8,150317,1238
V,28,5,150316,214,2,1038,6,205,213,64,263,212,60,,0,78,,2,8,150317,1238
V,28,5,150316,222,2,1043,3,272,212,58,276,212,58,,0,78,,3,8,150317,1238
V,28,5,150316,223,2,1046,4,240,211,59,258,209,56,,0,78,,18,8,150317,1238
V,28,5,150316,224,2,1050,4,270,210,65,301,210,63,,0,79,,1,8,150317,1238
V,28,5,150316,226,2,1053,6,261,211,66,300,209,64,,0,79,,5,8,150317,1238
V,28,5,150316,247,2,1056,7,271,214,66,296,212,61,,0,79,,1,8,150317,1238
V,28,5,150316,250,2,1100,3,59,210,68,219,210,59,,0,78,,27,8,150317,1238
V,28,5,150316,228,2,1104,6,3,198,66,213,207,57,,0,82,,28,8,150317,1238
V,28,5,150316,428,2,1108,18,2,205,64,2,196,64,45,2,83,,26,8,150317,1238
V,28,5,150316,430,2,1112,6,2,200,65,129,202,56,45,2,83,,30,8,150317,1238
V,28,5,150316,460,2,1116,4,251,220,66,254,216,66,,0,79,,8,8,150317,1238
V,28,5,150316,229,2,1119,10,257,216,69,310,211,67,,0,79,,6,1,150317,1238
V,28,5,150316,239,2,1122,3,258,219,67,290,216,67,,0,79,,1,1,150317,1238
V,28,5,150316,245,2,1125,6,292,214,69,300,214,69,,0,79,,1,1,150317,1238
V,28,5,150316,231,2,1129,7,157,216,66,283,215,63,,0,78,,23,1,150317,1238
V,28,5,150316,230,2,1132,7,165,209,65,253,213,60,,0,78,,10,1,150317,1238
V,28,5,150316,450,2,1136,6,151,217,57,244,220,50,,0,78,,14,1,150317,1238
V,28,5,150316,232,2,1143,6,79,212,64,273,224,48,45,2,77,,23,1,150317,1238
V,28,5,150316,449,2,1149,9,104,219,72,277,216,64,,0,79,,10,1,150317,1238
V,28,5,150316,234,2,1156,5,70,217,66,174,218,56,,0,78,,15,1,150317,1238
V,28,5,150316,235,2,1158,4,91,221,68,143,218,67,,0,78,,24,1,150317,1238
V,28,5,150316,445,2,1202,4,127,231,70,164,223,69,,0,78,,10,1,150317,1238
V,28,5,150316,237,2,1204,5,136,224,70,195,221,65,,0,78,,2,1,150317,1238
V,28,5,150316,481,2,1207,5,130,226,71,210,218,63,45,2,78,,1,1,150317,1238
V,28,5,150316,482,2,1210,7,165,230,64,185,225,63,45,2,78,,6,1,150317,1238
V,28,5,150316,483,2,1213,3,148,226,62,171,228,61,45,2,77,,8,1,150317,1238
V,28,5,150316,484,2,1215,4,134,229,65,135,230,65,,0,78,,8,1,150317,1238
V,28,5,150316,238,2,1218,6,145,232,61,163,220,57,45,5,77,,7,1,150317,1238
V,28,5,150316,442,2,915,3,117,218,63,146,218,59,45,5,77,,5,7,150317,1238
V,28,5,150316,241,2,920,3,81,209,63,118,215,58,45,5,77,,37,7,150317,1238
V,28,5,150316,236,2,926,14,14,200,61,84,225,54,45,5,79,,41,7,150317,1238
V,28,5,150316,431,2,930,5,2,197,62,2,197,62,45,5,82,,32,7,150317,1238
V,28,5,150316,435,2,934,13,2,197,62,2,196,64,45,5,81,,21,7,150317,1238
V,28,5,150316,244,2,942,15,2,196,62,2,196,62,45,2,83,,28,8,150317,1238
V,28,5,150316,246,2,946,16,2,197,63,2,196,63,45,5,82,,10,8,150317,1238
V,28,5,150330,206,2,1155,,,,,,,,,,,,3,1,150401,1221
V,28,5,150330,420,2,1158,,,,,,,,,,,,2,1,150401,1221
V,28,5,150330,218,2,1200,,,,,,,,,,,,1,1,150401,1221
V,28,5,150330,210,2,1203,,,,,,,,,,,,3,1,150401,1221
V,28,5,150330,410,2,1205,,,,,,,,,,,,2,1,150401,1221
V,28,5,150330,401,2,1208,,,,,,,,,,,,1,1,150401,1221
V,28,5,150330,216,2,1211,,,,,,,,,,,,1,1,150401,1221
V,28,5,150330,214,2,1214,,,,,,,,,,,,5,1,150401,1221
